BioSample	country
SAMEA961658	United Kingdom
SAMEA961659	United Kingdom
SAMEA961660	United Kingdom
SAMEA961661	United Kingdom
SAMEA961662	United Kingdom
SAMEA961663	United Kingdom
SAMEA961664	United Kingdom
SAMEA961665	United Kingdom
SAMEA961666	United Kingdom
SAMEA961667	United Kingdom
SAMEA961668	United Kingdom
SAMEA961669	United Kingdom
SAMEA961670	United Kingdom
SAMEA961671	United Kingdom
SAMEA961672	United Kingdom
SAMEA961673	United Kingdom
SAMEA961674	United Kingdom
SAMEA961675	United Kingdom
SAMEA961676	United Kingdom
SAMEA961677	United Kingdom
SAMEA961678	United Kingdom
SAMEA961679	United Kingdom
SAMEA968074	Netherlands
SAMEA968075	Netherlands
SAMEA968076	Netherlands
SAMEA968077	Netherlands
SAMEA968078	Netherlands
SAMEA968079	Netherlands
SAMEA968080	Netherlands
SAMEA968081	Netherlands
SAMEA968082	Netherlands
SAMEA968083	Netherlands
SAMEA968084	Netherlands
SAMEA968085	Netherlands
SAMEA968086	Netherlands
SAMEA968087	Netherlands
SAMEA968088	Netherlands
SAMEA968093	Netherlands
SAMEA968094	Netherlands
SAMEA968095	Netherlands
SAMEA968098	Netherlands
SAMEA968099	Netherlands
SAMEA968100	Netherlands
SAMEA968103	Netherlands
SAMEA968104	Netherlands
SAMEA968105	Netherlands
SAMEA968106	Netherlands
SAMEA968107	Netherlands
SAMEA968108	Netherlands
SAMEA968109	Netherlands
SAMEA968110	Netherlands
SAMEA968111	Netherlands
SAMEA968112	Netherlands
SAMEA968113	Netherlands
SAMEA968114	Netherlands
SAMEA968115	Netherlands
SAMEA968116	Netherlands
SAMEA968117	Estonia
SAMEA968118	Estonia
SAMEA968119	Netherlands
SAMEA968120	Netherlands
SAMEA968121	Netherlands
SAMEA968122	Netherlands
SAMEA968123	Netherlands
SAMEA968124	Netherlands
SAMEA968125	Netherlands
SAMEA968127	Netherlands
SAMEA968128	Netherlands
SAMEA968129	Netherlands
SAMEA968130	Netherlands
SAMEA968131	Netherlands
SAMEA968132	Netherlands
SAMEA968133	Netherlands
SAMEA968134	Netherlands
SAMEA968135	Netherlands
SAMEA968140	Netherlands
SAMEA968141	Netherlands
SAMEA968142	Netherlands
SAMEA968143	Netherlands
SAMEA968144	Netherlands
SAMEA968145	Netherlands
SAMEA968146	Netherlands
SAMEA968147	Netherlands
SAMEA968148	Netherlands
SAMEA968149	Netherlands
SAMEA968150	Netherlands
SAMEA968151	Netherlands
SAMEA968152	Estonia
SAMEA968153	Netherlands
SAMEA968154	Netherlands
SAMEA968155	Netherlands
SAMEA968156	Netherlands
SAMEA968157	Netherlands
SAMEA968158	Netherlands
SAMEA968159	South Africa
SAMEA968161	Netherlands
SAMEA968162	Netherlands
SAMEA968163	Netherlands
SAMEA968164	Netherlands
SAMEA968169	Netherlands
SAMEA968170	Netherlands
SAMEA968171	Netherlands
SAMEA968172	Netherlands
SAMEA968173	Netherlands
SAMEA968174	Netherlands
SAMEA968175	Netherlands
SAMEA968176	Netherlands
SAMEA968177	Netherlands
SAMEA968178	Netherlands
SAMEA968179	Netherlands
SAMEA968180	Netherlands
SAMEA968181	Netherlands
SAMEA968182	Netherlands
SAMEA968184	Netherlands
SAMEA968185	Netherlands
SAMEA968188	Estonia
SAMEA968189	Netherlands
SAMEA968190	Netherlands
SAMEA968191	Netherlands
SAMEA968192	Netherlands
SAMEA968193	Netherlands
SAMEA968194	Netherlands
SAMEA968195	Netherlands
SAMEA968196	Netherlands
SAMEA968197	Netherlands
SAMEA968198	Netherlands
SAMEA968199	Netherlands
SAMEA968200	Netherlands
SAMEA968202	Netherlands
SAMEA968203	Netherlands
SAMEA968204	Netherlands
SAMEA968205	Netherlands
SAMEA968206	Netherlands
SAMEA968207	Netherlands
SAMEA968208	Netherlands
SAMEA968209	Netherlands
SAMEA968210	Netherlands
SAMEA968211	Netherlands
SAMEA968212	Netherlands
SAMEA968213	Netherlands
SAMEA968214	Netherlands
SAMEA968215	Netherlands
SAMEA968216	Netherlands
SAMN01925614	South Africa
SAMN01925615	South Africa
SAMN01925617	South Africa
SAMN01925618	South Africa
SAMN01925619	South Africa
SAMN01925620	South Africa
SAMN01925621	South Africa
SAMN01925633	South Africa
SAMN01925634	South Africa
SAMN01925636	South Africa
SAMN01925638	South Africa
SAMN01925639	South Africa
SAMN01925640	South Africa
SAMN01925641	South Africa
SAMN01925645	South Africa
SAMN01925647	South Africa
SAMN01925650	South Africa
SAMN01925651	South Africa
SAMN01925652	South Africa
SAMN01925653	South Africa
SAMN01925654	South Africa
SAMN01925657	South Africa
SAMN01925658	South Africa
SAMN01925659	South Africa
SAMN01925660	South Africa
SAMN01925661	South Africa
SAMN01925663	South Africa
SAMN01925665	South Africa
SAMN01925666	South Africa
SAMN01925667	South Africa
SAMN01925668	South Africa
SAMN01925669	South Africa
SAMN01925670	South Africa
SAMN01925675	South Africa
SAMN01925676	South Africa
SAMN01925684	South Africa
SAMN01925685	South Africa
SAMN01925686	South Africa
SAMN01925689	South Africa
SAMN01925690	South Africa
SAMN02053741	South Africa
SAMN02053742	South Africa
SAMN02053743	South Africa
SAMN02053744	South Africa
SAMN02053745	South Africa
SAMN02053746	South Africa
SAMN02053747	South Africa
SAMN02053748	South Africa
SAMN02053749	South Africa
SAMN02053750	South Africa
SAMN02053751	South Africa
SAMN02053752	South Africa
SAMN02053753	South Africa
SAMN02053754	South Africa
SAMN02053755	South Africa
SAMN02053756	South Africa
SAMN02053757	South Africa
SAMN02053758	South Africa
SAMN02053759	South Africa
SAMN02053760	South Africa
SAMN02053761	South Africa
SAMN02053762	South Africa
SAMN02053763	South Africa
SAMN02053764	South Africa
SAMN02053765	South Africa
SAMN02053766	South Africa
SAMN02053767	South Africa
SAMN02053768	South Africa
SAMN02053769	South Africa
SAMN02053770	South Africa
SAMN02053771	South Africa
SAMN02053772	South Africa
SAMN02053773	South Africa
SAMN02053774	South Africa
SAMN02053775	South Africa
SAMN02053776	South Africa
SAMN02053777	South Africa
SAMN02053778	South Africa
SAMN02053779	South Africa
SAMN02053780	South Africa
SAMN02053781	South Africa
SAMN02053782	South Africa
SAMN02053783	South Africa
SAMN02053785	South Africa
SAMN02053786	South Africa
SAMN02053787	South Africa
SAMN02053788	South Africa
SAMN02053789	South Africa
SAMN02053790	South Africa
SAMN02053791	South Africa
SAMN02053793	South Africa
SAMN02053794	South Africa
SAMN02053795	South Africa
SAMN02053796	South Africa
SAMN02053797	South Africa
SAMN02053798	South Africa
SAMN02053799	South Africa
SAMN02053800	South Africa
SAMN02053801	South Africa
SAMN02053802	South Africa
SAMN02053803	South Africa
SAMN02053804	South Africa
SAMN02053805	South Africa
SAMN02053806	South Africa
SAMN02053807	South Africa
SAMN02053808	South Africa
SAMN02053809	South Africa
SAMN02053810	South Africa
SAMN02053811	South Africa
SAMN02053812	South Africa
SAMN02053813	South Africa
SAMN02053814	South Africa
SAMN02053815	South Africa
SAMN02053816	South Africa
SAMN02053817	South Africa
SAMN02053818	South Africa
SAMN02053819	South Africa
SAMN02053820	South Africa
SAMN02053821	South Africa
SAMN02053822	South Africa
SAMN02053823	South Africa
SAMN02053824	South Africa
SAMN02231099	Mali
SAMN02231100	Mali
SAMN02231102	Mali
SAMN02231103	Mali
SAMN02231104	Mali
SAMN02231105	Mali
SAMN02231106	Mali
SAMN02231107	Mali
SAMN02231108	Mali
SAMN02231109	Mali
SAMN02231112	Mali
SAMN02231115	Mali
SAMN02231116	Mali
SAMN02231117	Mali
SAMN02231118	Mali
SAMN02231119	Mali
SAMN02231120	Mali
SAMN02231121	Mali
SAMN02231122	Mali
SAMN02231123	Mali
SAMN02231124	Mali
SAMN02231125	Mali
SAMN02231126	Mali
SAMN02231127	Mali
SAMN02231128	Mali
SAMN02231129	Mali
SAMN02231130	Mali
SAMN02231131	Mali
SAMN02231132	Mali
SAMN02231133	Mali
SAMN02231134	Mali
SAMN02231135	Mali
SAMN02231136	Mali
SAMN02231137	Mali
SAMN02231138	Mali
SAMN02231139	Mali
SAMN02231140	Mali
SAMN02231143	Mali
SAMN02231144	Mali
SAMN02231145	Mali
SAMN02231146	Mali
SAMN02231147	Mali
SAMN02231148	Mali
SAMN02231149	Mali
SAMN02231150	Mali
SAMN02231152	Mali
SAMN02231153	Mali
SAMN02231154	Mali
SAMN02231155	Mali
SAMN02231156	Mali
SAMN02231157	Mali
SAMN02231158	Mali
SAMN02231159	Mali
SAMN02231160	Mali
SAMN02231161	Mali
SAMN02231162	Mali
SAMN02231163	Mali
SAMN02231164	Mali
SAMN02231165	Mali
SAMN02231166	Mali
SAMN02231167	Mali
SAMN02231168	Mali
SAMN02231169	Mali
SAMN02231171	Mali
SAMN02231172	Mali
SAMN02231173	Mali
SAMN02231174	Mali
SAMN02231175	Mali
SAMN02231176	Mali
SAMN02231177	Mali
SAMN02231178	Mali
SAMN02231179	Mali
SAMN02231180	Mali
SAMN02231181	Mali
SAMN02231182	Mali
SAMN02231183	Mali
SAMN02231184	Mali
SAMN02231185	Mali
SAMN02231186	Mali
SAMN02231187	Mali
SAMN02231188	Mali
SAMN02231189	Mali
SAMN02231190	Mali
SAMN02231191	Mali
SAMN02316561	Argentina
SAMN02318534	Brazil
SAMN02349329	Netherlands
SAMN02349331	South Africa
SAMN02349332	China
SAMN02350408	South Africa
SAMN02350409	South Africa
SAMN02350410	South Africa
SAMN02350411	South Africa
SAMN02350412	South Africa
SAMN02350413	South Africa
SAMN02350414	South Africa
SAMN02350415	South Africa
SAMN02350416	South Africa
SAMN02350417	South Africa
SAMN02350418	South Africa
SAMN02350419	South Africa
SAMN02350420	South Africa
SAMN02350421	South Africa
SAMN02350422	South Africa
SAMN02350423	South Africa
SAMN02350424	South Africa
SAMN02350426	South Africa
SAMN02350427	South Africa
SAMN02350428	South Africa
SAMN02350429	South Africa
SAMN02350430	South Africa
SAMN02350431	South Africa
SAMN02350432	South Africa
SAMN02350433	South Africa
SAMN02350434	South Africa
SAMN02350435	South Africa
SAMN02350436	South Africa
SAMN02350437	South Africa
SAMN02350438	South Africa
SAMN02350439	South Africa
SAMN02350440	South Africa
SAMN02350441	South Africa
SAMN02350442	South Africa
SAMN02350443	South Africa
SAMN02350444	South Africa
SAMN02350445	South Africa
SAMN02350446	South Africa
SAMN02350447	South Africa
SAMN02350448	South Africa
SAMN02350449	South Africa
SAMN02350450	South Africa
SAMN02350451	South Africa
SAMN02350452	South Africa
SAMN02350454	South Africa
SAMN02350455	South Africa
SAMN02350456	South Africa
SAMN02350457	South Africa
SAMN02350458	South Africa
SAMN02350459	South Africa
SAMN02350460	South Africa
SAMN02350461	South Africa
SAMN02350462	South Africa
SAMN02350463	South Africa
SAMN02350464	South Africa
SAMN02350465	South Africa
SAMN02350468	South Africa
SAMN02350469	Kenya
SAMN02350470	South Africa
SAMN02350471	South Africa
SAMN02350472	South Africa
SAMN02350473	South Africa
SAMN02350474	Kenya
SAMN02350475	India
SAMN02350476	South Africa
SAMN02350477	India
SAMN02350478	India
SAMN02350479	Kenya
SAMN02350481	South Africa
SAMN02350483	South Africa
SAMN02350484	South Africa
SAMN02350485	Kenya
SAMN02350486	South Africa
SAMN02350487	South Africa
SAMN02350488	South Africa
SAMN02350489	South Africa
SAMN02350490	South Africa
SAMN02350492	South Africa
SAMN02350493	India
SAMN02350494	South Africa
SAMN02350495	India
SAMN02350496	India
SAMN02360548	South Korea
SAMN02360549	South Korea
SAMN02360550	South Korea
SAMN02360551	South Korea
SAMN02360552	South Korea
SAMN02360553	South Korea
SAMN02360555	South Korea
SAMN02360557	South Korea
SAMN02360558	South Korea
SAMN02360559	South Korea
SAMN02360560	South Korea
SAMN02360561	South Korea
SAMN02360562	South Korea
SAMN02360563	South Korea
SAMN02360564	South Korea
SAMN02360565	South Korea
SAMN02360566	South Korea
SAMN02360567	South Korea
SAMN02360569	South Korea
SAMN02360571	South Korea
SAMN02360572	South Korea
SAMN02360573	South Korea
SAMN02360575	South Korea
SAMN02360576	South Korea
SAMN02360577	South Korea
SAMN02360580	South Korea
SAMN02360582	South Korea
SAMN02360585	South Korea
SAMN02360586	South Korea
SAMN02360587	South Korea
SAMN02360589	South Korea
SAMN02360590	South Korea
SAMN02360592	South Korea
SAMN02360593	South Korea
SAMN02360594	South Korea
SAMN02360596	South Korea
SAMN02360598	South Korea
SAMN02360599	South Korea
SAMN02360600	South Korea
SAMN02360601	South Korea
SAMN02360602	South Korea
SAMN02360603	South Korea
SAMN02360604	South Korea
SAMN02360605	South Korea
SAMN02360606	South Korea
SAMN02360607	South Korea
SAMN02360608	South Korea
SAMN02360609	South Korea
SAMN02360610	South Korea
SAMN02360611	South Korea
SAMN02360612	South Korea
SAMN02360613	South Korea
SAMN02360614	South Korea
SAMN02360615	South Korea
SAMN02360616	South Korea
SAMN02360617	South Korea
SAMN02360618	South Korea
SAMN02360619	South Korea
SAMN02360620	South Korea
SAMN02360622	South Korea
SAMN02360625	South Korea
SAMN02360627	Uganda
SAMN02360630	Uganda
SAMN02364076	Taiwan
SAMN02364077	Taiwan
SAMN02364078	Taiwan
SAMN02364079	Taiwan
SAMN02364080	Taiwan
SAMN02364088	Taiwan
SAMN02364089	Taiwan
SAMN02364090	Taiwan
SAMN02364091	Taiwan
SAMN02364092	Taiwan
SAMN02364093	Taiwan
SAMN02364094	Taiwan
SAMN02364095	Taiwan
SAMN02380981	Uganda
SAMN02380982	Uganda
SAMN02380983	Uganda
SAMN02380984	Uganda
SAMN02380986	Uganda
SAMN02380988	Uganda
SAMN02380989	Uganda
SAMN02380990	Uganda
SAMN02380991	Uganda
SAMN02380992	Uganda
SAMN02380993	Uganda
SAMN02380995	Uganda
SAMN02380996	Uganda
SAMN02380997	Uganda
SAMN02380998	Uganda
SAMN02380999	Uganda
SAMN02381000	Uganda
SAMN02381001	Uganda
SAMN02381002	Uganda
SAMN02381003	Uganda
SAMN02381004	Uganda
SAMN02381005	Uganda
SAMN02381006	Uganda
SAMN02381007	Uganda
SAMN02381008	Uganda
SAMN02381009	Uganda
SAMN02381010	Uganda
SAMN02381011	Uganda
SAMN02381012	Uganda
SAMN02381013	Uganda
SAMN02381014	Uganda
SAMN02381015	Uganda
SAMN02381016	Uganda
SAMN02381017	Uganda
SAMN02381018	Uganda
SAMN02381019	Uganda
SAMN02381020	Uganda
SAMN02381021	Uganda
SAMN02381022	Uganda
SAMN02381023	Uganda
SAMN02381024	Uganda
SAMN02381025	Uganda
SAMN02381026	Uganda
SAMN02381027	Uganda
SAMN02381028	Uganda
SAMN02381029	Uganda
SAMN02381030	Uganda
SAMN02381031	Uganda
SAMN02381032	Uganda
SAMN02381033	Uganda
SAMN02381034	Uganda
SAMN02381035	Uganda
SAMN02381036	Uganda
SAMN02381037	Uganda
SAMN02381039	Uganda
SAMN02381040	Uganda
SAMN02381041	Uganda
SAMN02381042	Uganda
SAMN02381044	Uganda
SAMN02381045	Uganda
SAMN02381046	Uganda
SAMN02381047	Uganda
SAMN02381048	Uganda
SAMN02381049	Uganda
SAMN02381050	Uganda
SAMN02381051	Uganda
SAMN02381052	Uganda
SAMN02398693	South Korea
SAMN02398694	South Korea
SAMN02398695	South Korea
SAMN02398696	South Korea
SAMN02398697	South Korea
SAMN02398698	South Korea
SAMN02398699	South Korea
SAMN02398700	South Korea
SAMN02398701	South Korea
SAMN02398702	South Korea
SAMN02398703	South Korea
SAMN02398704	South Korea
SAMN02398705	South Korea
SAMN02398706	South Korea
SAMN02398708	South Korea
SAMN02398711	South Korea
SAMN02398712	South Korea
SAMN02398713	South Korea
SAMN02398714	South Korea
SAMN02398715	South Korea
SAMN02398716	South Korea
SAMN02402660	Taiwan
SAMN02402662	Colombia
SAMN02402663	Colombia
SAMN02402664	Colombia
SAMN02402665	Colombia
SAMN02402666	Colombia
SAMN02402667	Colombia
SAMN02403442	South Africa
SAMN02403443	South Africa
SAMN02403444	South Africa
SAMN02403445	South Africa
SAMN02403446	South Africa
SAMN02403447	South Africa
SAMN02403448	South Africa
SAMN02403449	South Africa
SAMN02403450	South Africa
SAMN02403451	South Africa
SAMN02403452	South Africa
SAMN02403453	South Africa
SAMN02403454	South Africa
SAMN02403455	South Africa
SAMN02403456	South Africa
SAMN02403457	South Africa
SAMN02403458	South Africa
SAMN02403459	South Africa
SAMN02403460	South Africa
SAMN02403461	South Africa
SAMN02403462	South Africa
SAMN02403463	South Africa
SAMN02403464	South Africa
SAMN02403465	South Africa
SAMN02403466	South Africa
SAMN02403467	South Africa
SAMN02403468	South Africa
SAMN02403469	South Africa
SAMN02403470	South Africa
SAMN02403471	South Africa
SAMN02403472	South Africa
SAMN02403473	South Africa
SAMN02403474	South Africa
SAMN02403475	South Africa
SAMN02403476	South Africa
SAMN02403477	South Africa
SAMN02403478	South Africa
SAMN02403479	South Africa
SAMN02403480	South Africa
SAMN02403481	South Africa
SAMN02403482	South Africa
SAMN02403483	South Africa
SAMN02403484	South Africa
SAMN02403485	South Africa
SAMN02403486	South Africa
SAMN02403487	South Africa
SAMN02403489	South Africa
SAMN02403490	South Africa
SAMN02403491	South Africa
SAMN02403492	South Africa
SAMN02403493	South Africa
SAMN02403494	South Africa
SAMN02403495	South Africa
SAMN02403496	South Africa
SAMN02403497	South Africa
SAMN02403498	South Africa
SAMN02403499	South Africa
SAMN02403500	South Africa
SAMN02403501	South Africa
SAMN02403502	South Africa
SAMN02403503	South Africa
SAMN02403504	South Africa
SAMN02403505	South Africa
SAMN02403507	South Africa
SAMN02403508	South Africa
SAMN02403509	South Africa
SAMN02403510	South Africa
SAMN02403511	South Africa
SAMN02403512	South Africa
SAMN02403513	South Africa
SAMN02403514	South Africa
SAMN02403515	South Africa
SAMN02403516	South Africa
SAMN02403517	South Africa
SAMN02403518	South Africa
SAMN02403519	South Africa
SAMN02403520	South Africa
SAMN02403521	South Africa
SAMN02403522	South Africa
SAMN02403523	South Africa
SAMN02403524	South Africa
SAMN02403525	South Africa
SAMN02403526	South Africa
SAMN02403527	South Africa
SAMN02403528	South Africa
SAMN02403529	South Africa
SAMN02403530	South Africa
SAMN02403531	South Africa
SAMN02403532	South Africa
SAMN02403533	South Africa
SAMN02403534	South Africa
SAMN02403535	South Africa
SAMN02403536	South Africa
SAMN02403537	South Africa
SAMN02403538	South Africa
SAMN02403539	South Africa
SAMN02403540	South Africa
SAMN02403541	South Africa
SAMN02403542	South Africa
SAMN02403543	South Africa
SAMN02403544	South Africa
SAMN02403545	South Africa
SAMN02403546	South Africa
SAMN02403547	South Africa
SAMN02403548	South Africa
SAMN02403549	South Africa
SAMN02403550	South Africa
SAMN02403551	South Africa
SAMN02403552	South Africa
SAMN02403554	South Africa
SAMN02403555	South Africa
SAMN02403558	South Africa
SAMN02403559	South Africa
SAMN02403560	South Africa
SAMN02403561	South Africa
SAMN02403562	South Africa
SAMN02403563	South Africa
SAMN02403564	South Africa
SAMN02403565	South Africa
SAMN02403566	South Africa
SAMN02403567	South Africa
SAMN02403568	South Africa
SAMN02403569	South Africa
SAMN02403570	South Africa
SAMN02403571	South Africa
SAMN02403572	South Africa
SAMN02403573	South Africa
SAMN02403574	South Africa
SAMN02403575	South Africa
SAMN02403576	South Africa
SAMN02403577	South Africa
SAMN02403578	South Africa
SAMN02403579	South Africa
SAMN02403580	South Africa
SAMN02403581	South Africa
SAMN02403582	South Africa
SAMN02403583	South Africa
SAMN02403584	South Africa
SAMN02403585	South Africa
SAMN02403586	South Africa
SAMN02403587	South Africa
SAMN02403588	South Africa
SAMN02403589	South Africa
SAMN02403590	South Africa
SAMN02403591	South Africa
SAMN02403592	South Africa
SAMN02403593	South Africa
SAMN02403594	South Africa
SAMN02403595	South Africa
SAMN02403596	South Africa
SAMN02403597	South Africa
SAMN02403598	South Africa
SAMN02403599	South Africa
SAMN02403600	South Africa
SAMN02403601	South Africa
SAMN02403602	South Africa
SAMN02403603	South Africa
SAMN02403604	South Africa
SAMN02403605	South Africa
SAMN02403606	South Africa
SAMN02403607	South Africa
SAMN02403608	South Africa
SAMN02403609	South Africa
SAMN02403610	South Africa
SAMN02403611	South Africa
SAMN02403612	South Africa
SAMN02403613	South Africa
SAMN02403614	South Africa
SAMN02403615	South Africa
SAMN02403616	South Africa
SAMN02403617	South Africa
SAMN02403618	South Africa
SAMN02403619	South Africa
SAMN02403620	South Africa
SAMN02403621	South Africa
SAMN02403622	South Africa
SAMN02403623	South Africa
SAMN02403625	South Africa
SAMN02403628	South Africa
SAMN02403629	South Africa
SAMN02403630	South Africa
SAMN02403631	South Africa
SAMN02403632	South Africa
SAMN02403633	South Africa
SAMN02403634	South Africa
SAMN02403635	South Africa
SAMN02403636	South Africa
SAMN02403637	South Africa
SAMN02403638	South Africa
SAMN02414841	Sweden
SAMN02414842	Sweden
SAMN02414843	Sweden
SAMN02414844	Sweden
SAMN02414845	Sweden
SAMN02414846	Sweden
SAMN02414847	Sweden
SAMN02414848	Sweden
SAMN02414851	Sweden
SAMN02414852	Sweden
SAMN02414853	Sweden
SAMN02414854	Sweden
SAMN02414855	Sweden
SAMN02414856	Sweden
SAMN02414857	Sweden
SAMN02414858	Sweden
SAMN02414859	Sweden
SAMN02414860	Sweden
SAMN02414861	Sweden
SAMN02414862	Sweden
SAMN02414863	Sweden
SAMN02414864	Sweden
SAMN02414865	Sweden
SAMN02414866	Sweden
SAMN02414867	Sweden
SAMN02414868	Sweden
SAMN02414869	Sweden
SAMN02414870	Sweden
SAMN02414871	Sweden
SAMN02414872	Sweden
SAMN02414873	Sweden
SAMN02414874	Sweden
SAMN02414875	Sweden
SAMN02414876	Sweden
SAMN02414877	Sweden
SAMN02414878	Sweden
SAMN02414879	Sweden
SAMN02414880	Sweden
SAMN02414881	Sweden
SAMN02414882	Sweden
SAMN02414883	Sweden
SAMN02414884	Sweden
SAMN02414885	Sweden
SAMN02414886	Sweden
SAMN02414887	Sweden
SAMN02414888	Sweden
SAMN02414889	Sweden
SAMN02414890	Sweden
SAMN02414891	Sweden
SAMN02414892	Sweden
SAMN02414893	Sweden
SAMN02414894	Sweden
SAMN02414895	Sweden
SAMN02414896	Sweden
SAMN02414897	Sweden
SAMN02414898	Sweden
SAMN02414899	Sweden
SAMN02414900	Sweden
SAMN02414901	Sweden
SAMN02414902	Sweden
SAMN02414903	Sweden
SAMN02414904	Sweden
SAMN02414905	Sweden
SAMN02414906	Sweden
SAMN02414908	Sweden
SAMN02414909	Sweden
SAMN02414910	Sweden
SAMN02414911	Sweden
SAMN02414912	Sweden
SAMN02414913	Sweden
SAMN02414914	Sweden
SAMN02414915	Sweden
SAMN02414916	Sweden
SAMN02414917	Sweden
SAMN02414918	Sweden
SAMN02414919	Sweden
SAMN02414920	Sweden
SAMN02414921	Sweden
SAMN02414922	Sweden
SAMN02414923	Sweden
SAMN02414924	Sweden
SAMN02414925	Sweden
SAMN02414926	Sweden
SAMN02414927	Sweden
SAMN02414928	Sweden
SAMN02414929	Sweden
SAMN02414930	Sweden
SAMN02414931	Sweden
SAMN02414932	Sweden
SAMN02414933	Sweden
SAMN02414934	Sweden
SAMN02414935	Sweden
SAMN02414936	Sweden
SAMN02414937	Sweden
SAMN02414938	Sweden
SAMN02414939	Sweden
SAMN02414940	Sweden
SAMN02414941	Sweden
SAMN02414942	Sweden
SAMN02414943	Sweden
SAMN02414944	Sweden
SAMN02414945	Sweden
SAMN02414946	Sweden
SAMN02414947	Sweden
SAMN02414948	Sweden
SAMN02414949	Sweden
SAMN02414950	Sweden
SAMN02414951	Sweden
SAMN02414952	Sweden
SAMN02414953	Sweden
SAMN02414954	Sweden
SAMN02414955	Sweden
SAMN02414956	Sweden
SAMN02414957	Sweden
SAMN02414958	Sweden
SAMN02414959	Sweden
SAMN02414960	Sweden
SAMN02414961	Sweden
SAMN02414962	Sweden
SAMN02414963	Sweden
SAMN02414964	Sweden
SAMN02414965	Sweden
SAMN02414966	Sweden
SAMN02414967	Sweden
SAMN02414968	Sweden
SAMN02414969	Sweden
SAMN02414970	Sweden
SAMN02414971	Sweden
SAMN02414972	Sweden
SAMN02414973	Sweden
SAMN02414974	Sweden
SAMN02414975	Sweden
SAMN02414976	Sweden
SAMN02414977	Sweden
SAMN02414978	Sweden
SAMN02414979	Sweden
SAMN02414980	Sweden
SAMN02414981	Sweden
SAMN02414982	Sweden
SAMN02414983	Sweden
SAMN02414984	Sweden
SAMN02414985	Sweden
SAMN02414986	Sweden
SAMN02414987	Sweden
SAMN02414988	Sweden
SAMN02414989	Sweden
SAMN02414990	Sweden
SAMN02414991	Sweden
SAMN02414992	Sweden
SAMN02414993	Sweden
SAMN02419533	Belarus
SAMN02419534	Belarus
SAMN02419535	Belarus
SAMN02419536	Belarus
SAMN02419537	Belarus
SAMN02419538	Belarus
SAMN02419539	Belarus
SAMN02419541	Belarus
SAMN02419542	Belarus
SAMN02419543	Belarus
SAMN02419544	Belarus
SAMN02419545	Belarus
SAMN02419546	Belarus
SAMN02419547	Belarus
SAMN02419548	Belarus
SAMN02419549	Belarus
SAMN02419550	Belarus
SAMN02419551	Belarus
SAMN02419552	Belarus
SAMN02419553	Belarus
SAMN02419555	Belarus
SAMN02419556	Belarus
SAMN02419558	Belarus
SAMN02419559	Belarus
SAMN02419560	Belarus
SAMN02419561	Belarus
SAMN02419562	Belarus
SAMN02419563	Belarus
SAMN02419564	Belarus
SAMN02419565	Belarus
SAMN02419566	Belarus
SAMN02419567	Belarus
SAMN02419568	Belarus
SAMN02419569	Belarus
SAMN02419570	Belarus
SAMN02419571	Belarus
SAMN02419572	Belarus
SAMN02419573	Belarus
SAMN02419574	Belarus
SAMN02419575	Belarus
SAMN02419577	Belarus
SAMN02419578	Belarus
SAMN02419579	Belarus
SAMN02419580	Belarus
SAMN02419581	Belarus
SAMN02419582	Belarus
SAMN02419583	Belarus
SAMN02419584	Belarus
SAMN02419585	Belarus
SAMN02419586	Belarus
SAMN02419587	Belarus
SAMN02419588	Belarus
SAMN02419589	Belarus
SAMN02419590	Belarus
SAMN02419591	Belarus
SAMN02419592	Belarus
SAMN02419593	Belarus
SAMN02419594	Belarus
SAMN02419595	Belarus
SAMN02419596	Belarus
SAMN02419597	Belarus
SAMN02419598	Belarus
SAMN02419599	Belarus
SAMN02419600	Belarus
SAMN02419601	Belarus
SAMN02419602	Belarus
SAMN02419604	Belarus
SAMN02419605	Belarus
SAMN02419606	Belarus
SAMN02419607	Belarus
SAMN02419608	Belarus
SAMN02419609	Belarus
SAMN02419610	Belarus
SAMN02419611	Belarus
SAMN02419612	Belarus
SAMN02419613	Belarus
SAMN02419614	Belarus
SAMN02419615	Belarus
SAMN02419616	Belarus
SAMN02419617	Belarus
SAMN02419618	Belarus
SAMN02419620	Belarus
SAMN02419621	Belarus
SAMN02419622	Belarus
SAMN02419624	Belarus
SAMN02419625	Belarus
SAMN02419626	Belarus
SAMN02419627	Belarus
SAMN02419628	Belarus
SAMN02419629	Belarus
SAMN02419630	Belarus
SAMN02419631	Belarus
SAMN02419632	Belarus
SAMN02419633	Belarus
SAMN02419634	Belarus
SAMN02419635	Belarus
SAMN02419636	Belarus
SAMN02419637	Belarus
SAMN02419638	Belarus
SAMN02419639	Belarus
SAMN02419641	Belarus
SAMN02419642	Belarus
SAMN02419643	Belarus
SAMN02419644	Belarus
SAMN02419645	Belarus
SAMN02419646	Belarus
SAMN02419647	Belarus
SAMN02419648	Belarus
SAMN02419649	Belarus
SAMN02419650	Belarus
SAMN02419651	Belarus
SAMN02419653	Belarus
SAMN02419654	Belarus
SAMN02419655	Belarus
SAMN02419656	Belarus
SAMN02419657	Belarus
SAMN02419658	Belarus
SAMN02419659	Belarus
SAMN02419660	Belarus
SAMN02419661	Belarus
SAMN02419662	Belarus
SAMN02419663	Belarus
SAMN02419664	Belarus
SAMN02419665	Belarus
SAMN02419666	Belarus
